user_id;start_at;distancia_km
62d74ed4b1b47beca529f0f2811ec37f;26/07/2010;204.6
62d74ed4b1b47beca529f0f2811ec37f;31/05/2010;209.86
fc308d768d77788c726b74fd5e010f3a;22/10/2010;165
5ecedc9ef1c775232764e9f7b0337542;6/12/2010;39.01
29a360323f1754d8cf08023eb1f27a8c;19/12/2010;71.55
3a2679f650632d8bba988f75e7227ab8;24/06/2010;110.2
b875f848f92eef35865330ed25b9fd50;29/06/2010;56
be2d7041cb5bae52cf3edaaf0374ad60;13/12/2010;104.17
be2d7041cb5bae52cf3edaaf0374ad60;8/03/2010;75.15
fcd227e0f32f6f3a6d0d4d8de182b8fb;21/07/2010;173.2
5d6461d64d5ac0908490da67e5fab81f;13/12/2010;59.61
ce2ef6d86264605f3b5ea15f02009895;10/06/2010;69.8
ce2ef6d86264605f3b5ea15f02009895;3/06/2010;83.04
ce2ef6d86264605f3b5ea15f02009895;10/05/2010;116.01
1e44c0fd0a266c3719ff30410bab774f;21/09/2010;123.4
c76b785c6eb002bf5131ebdc93e08a78;14/06/2010;124.5
c76b785c6eb002bf5131ebdc93e08a78;2/08/2010;44.3
c76b785c6eb002bf5131ebdc93e08a78;27/03/2010;28.58
0280ac72b104d8a55d2d23d532e1aadf;13/11/2010;23.79
0280ac72b104d8a55d2d23d532e1aadf;12/11/2010;45.06
0280ac72b104d8a55d2d23d532e1aadf;12/11/2010;24.72
5ecedc9ef1c775232764e9f7b0337542;13/12/2010;30.19
5ecedc9ef1c775232764e9f7b0337542;17/12/2010;150.52
5de3492f80519c01914d7d7407d9519c;23/06/2010;86.7
f39e7db9ee7e26c0744216d488025070;21/09/2010;71.7
f39e7db9ee7e26c0744216d488025070;21/09/2010;185.5
f39e7db9ee7e26c0744216d488025070;9/12/2010;133.76
f39e7db9ee7e26c0744216d488025070;10/11/2010;108.59
f39e7db9ee7e26c0744216d488025070;20/07/2010;78.8
f39e7db9ee7e26c0744216d488025070;14/07/2010;76.7
f39e7db9ee7e26c0744216d488025070;22/07/2010;142.4
f39e7db9ee7e26c0744216d488025070;30/06/2010;216
406921adcca37705ef527b4246c1370e;15/03/2010;64.64
dc754d210f90403672339e986b8805dd;14/03/2010;52.76
49daf9242d8e4ab8a1063cb20b529922;15/03/2010;294.11
edb98fb864c8f62392c4d85221206c31;14/03/2010;91.66
65b6f3b7075270499ddd0f1dc10f9ac6;22/10/2010;34.7
699c76a8203348961730e0164a753a25;22/10/2010;30
ae06c34243f741e203e97c48eb42017b;22/10/2010;21.4
e4cae9e711f3aa4ce90ed98f28380df7;7/12/2010;34.96
a479cdd4f9c8127e0f521fdf5d7952de;4/12/2010;64.55
d2f1475850c213560abdec5deae2dc97;7/12/2010;59.84
8d7a255716cbbbbf448c696c69370f2d;30/01/2010;10.3
9b474537c2b26020bb16aee19acacccf;27/01/2010;62.65
0a98cead98f3935ef3051e834a30419e;6/12/2010;183.01
b820797ed1b7a8148ed455b9cfeee641;24/01/2010;59.14
27bd69801ce062f9b751502b38443d94;8/11/2010;39.64
7d1f317a98447453092aa1301ebae2c5;7/12/2010;93.68
ec84a73745199ff840ecafcb92827d7f;7/12/2010;88.58
3acdf931da6e30a04a9096ef553b3be8;21/10/2010;268.3
9b474537c2b26020bb16aee19acacccf;8/02/2010;65.07
b713292f0ba59fd6af34ff18b81eb316;7/12/2010;39.42
699c76a8203348961730e0164a753a25;8/12/2010;65.65
fe6f8829a685b5336c9623a669522c44;6/12/2010;41.39
c6edbfc4eedf3b9eccc4df5f1b2da11a;5/12/2010;48.38
86aa09456b63a2a25e0097c55225639d;19/12/2010;32.82
a499079024dff18f787f925aaa0b65f5;8/12/2010;245.58
8ed36e0e9dbf62743c06c09e5f7c1835;1/01/2010;77.14
f9960513c13c6a5a8ed5213fe386d103;20/12/2010;21.92
e4cae9e711f3aa4ce90ed98f2817e733;6/12/2010;58.94
d2f1475850c213560abdec5deae2dc97;7/12/2010;120.89
d2f1475850c213560abdec5deae2dc97;7/12/2010;35
bd1f6a0f9c4385437bb22cbcb01d3192;7/12/2010;154.93
59d1b913eb9d8c8db741196b16aedc4f;22/01/2010;89.23
8e37a68fab5f31a5e2c1b5f77c6bb9e5;6/12/2010;127.83
13cd660fbea6e3b6221aa0fc6fcb8f58;4/01/2010;42.44
13cd660fbea6e3b6221aa0fc6fcb8f58;7/01/2010;55.89
e0c757a398aa74e8b707239ebd23a0ba;6/12/2010;21.56
08f1e87b921a385bea97435875d2bc18;7/12/2010;58.87
2ca81f8112b8c60af222ee2ed7287d4e;6/12/2010;59.69
2ca81f8112b8c60af222ee2ed7287d4e;6/12/2010;20.04
79da7d16f003cfb5f9b8544d5b11700d;7/12/2010;85.92
2567bce44b7b5ec0fa4311c5b2665e03;7/12/2010;209.87
edb98fb864c8f62392c4d85221206c31;31/01/2010;89.15
9b474537c2b26020bb16aee19acacccf;31/01/2010;76.85
406921adcca37705ef527b4246c12e83;30/01/2010;137.44
406921adcca37705ef527b4246c12e83;4/02/2010;129.83
a7b047c6a09ccb85e9980d80ffaaba51;4/02/2010;23.31
406921adcca37705ef527b4246c12e83;1/02/2010;98.81
0f0ffd9676b4aa664f8b88b76cabf553;8/12/2010;100.78
81391eb34b4ff58d304e5aa357d4c7df;7/12/2010;167.73
a142ea0ecdc8a0f61ef28bd089a94176;9/12/2010;90.64
ae06c34243f741e203e97c48eb42017b;9/12/2010;91.46
2ca81f8112b8c60af222ee2ed7287d4e;9/12/2010;11.48
9b474537c2b26020bb16aee19acacccf;31/01/2010;121.91
ded01e648ddbeb109e0b377479b816be;31/01/2010;50.54
ae06c34243f741e203e97c48eb62e6db;9/12/2010;70.82
699c76a8203348961730e0164a753a25;19/12/2010;48.78
406921adcca37705ef527b4246c1370e;27/01/2010;80.28
55a921582f7b88ef61a3d8e24f502205;27/01/2010;77.84
3d68e1172f35c1fbd06db5a1bc13b262;27/01/2010;118.14
13cd660fbea6e3b6221aa0fc6fcb8f58;1/02/2010;33.99
edb98fb864c8f62392c4d85221206c31;1/02/2010;91.41
85beef0c795e5e4cacf4aa4058c16b01;1/02/2010;21.51
fe6f8829a685b5336c9623a669522c44;9/12/2010;45.92
ae06c34243f741e203e97c48eb62e6db;9/12/2010;133.68
ae06c34243f741e203e97c48eb62e6db;9/12/2010;66.55
ae06c34243f741e203e97c48eb62e6db;9/12/2010;115.82
406921adcca37705ef527b4246c1370e;19/01/2010;79.79
406921adcca37705ef527b4246c1370e;19/01/2010;75.29
406921adcca37705ef527b4246c12e83;18/01/2010;39.86
13cd660fbea6e3b6221aa0fc6fcb8f58;17/01/2010;93.78
8d7a255716cbbbbf448c696c69370f2d;23/01/2010;59.01
ded01e648ddbeb109e0b377479b816be;23/01/2010;126.15
13cd660fbea6e3b6221aa0fc6fcb8f58;22/01/2010;113.97
f78d50ea4f0c83a4a302d9fa8220c654;18/01/2010;32.67
406921adcca37705ef527b4246c12e83;15/01/2010;118.53
13cd660fbea6e3b6221aa0fc6fcb8f58;9/12/2010;79.04
ac374ee80628550dc4eff37f45b5a65d;14/01/2010;78.54
0a98cead98f3935ef3051e834a30419e;20/02/2010;437.58
406921adcca37705ef527b4246c1370e;20/02/2010;43.08
5d3f4707b95580ea79778ab1c3eea390;2/10/2010;57
ddb7e8c31d682540b11a3ccd7ff1a0db;20/02/2010;88.47
9b474537c2b26020bb16aee19acacccf;20/02/2010;113.89
0f0ffd9676b4aa664f8b88b76cc20d92;9/12/2010;35.62
3abce16ea601affbeae8f50584cdef8c;9/12/2010;97.07
ca5f041e0b807120714a6e4616154d37;9/12/2010;43.75
8ed36e0e9dbf62743c06c09e5f7c1835;20/02/2010;42.45
55a921582f7b88ef61a3d8e24f502205;20/02/2010;52.22
b820797ed1b7a8148ed455b9cfeee641;14/02/2010;70.91
b820797ed1b7a8148ed455b9cfeee641;15/02/2010;38.2
abb8a5727fb8c8fae10cd1b24ed6dc80;15/02/2010;35.7
406921adcca37705ef527b4246c1370e;15/02/2010;36.73
883360491194dd3b866c897b2587d174;15/02/2010;54.05
0a98cead98f3935ef3051e834a30419e;18/02/2010;81.28
b713292f0ba59fd6af34ff18b81eb316;9/12/2010;106.69
55a921582f7b88ef61a3d8e24f502205;19/02/2010;65.66
9b474537c2b26020bb16aee19acacccf;19/02/2010;65.33
8ed36e0e9dbf62743c06c09e5f7c1835;10/12/2010;37.25
406921adcca37705ef527b4246c1370e;14/02/2010;119.36
699c76a8203348961730e0164a753a25;14/02/2010;53.62
edb98fb864c8f62392c4d85221206c31;14/02/2010;94.43
0a98cead98f3935ef3051e834a30419e;7/02/2010;47.84
406921adcca37705ef527b4246c1370e;7/02/2010;31.01
b8329294de68c83ec04d2edab5f52e3f;13/06/2010;17.9
275052e660ff5672db6624c42b69826b;10/12/2010;29.59
4dc72c54ad1ff8cdd200a8d88ef3dfc5;11/02/2010;210.07
abb8a5727fb8c8fae10cd1b24eb5a853;7/02/2010;49.43
81391eb34b4ff58d304e5aa357d4c7df;10/12/2010;54.93
86aa09456b63a2a25e0097c55203cb59;9/12/2010;73.76
ca5f041e0b807120714a6e4616154d37;30/05/2010;92.62
3d68e1172f35c1fbd06db5a1bc13b262;10/02/2010;66.18
ce2ef6d86264605f3b5ea15f0203c462;10/02/2010;337.76
8d7a255716cbbbbf448c696c69396d67;7/12/2010;47.6
9b474537c2b26020bb16aee19acacccf;9/02/2010;64.95
ded01e648ddbeb109e0b377479b816be;9/02/2010;49.23
9b474537c2b26020bb16aee19acacccf;9/02/2010;66.37
8ed36e0e9dbf62743c06c09e5f7c1835;8/02/2010;27
9b474537c2b26020bb16aee19acacccf;8/02/2010;95.98
4933dfc3aa43418031d095968b6ba945;7/12/2010;161.38
699c76a8203348961730e0164a753a25;8/02/2010;15.13
380890d3043421087f00b3ca9a1c70da;8/02/2010;40.38
8d7a255716cbbbbf448c696c69370f2d;8/02/2010;94.41
be2d7041cb5bae52cf3edaaf0374ad60;8/02/2010;71.94
13cd660fbea6e3b6221aa0fc6fcb8f58;11/02/2010;43.85
55a921582f7b88ef61a3d8e24f502205;11/02/2010;47.62
81391eb34b4ff58d304e5aa357d4c7df;11/02/2010;92.83
8ed36e0e9dbf62743c06c09e5f7c1835;8/02/2010;24.48
65b6f3b7075270499ddd0f1dc10f9ac6;6/02/2010;13.22
b820797ed1b7a8148ed455b9cfeee641;7/02/2010;62.19
65b6f3b7075270499ddd0f1dc10f9ac6;7/02/2010;57.9
8ed36e0e9dbf62743c06c09e5f7c1835;7/02/2010;29.92
0c457e5cd7b06f77ee291a1639cb3a89;7/02/2010;41.91
be2d7041cb5bae52cf3edaaf0374ad60;6/02/2010;76.46
851e424ed81e136e7e8c4b9ab0a84dd9;11/03/2010;75.14
b8329294de68c83ec04d2edab5f52e3f;8/03/2010;30.78
85beef0c795e5e4cacf4aa4058c16b01;9/03/2010;50.25
9b474537c2b26020bb16aee19acacccf;7/03/2010;66.93
c83e9d778ba32303c36668a0354c9d4b;7/03/2010;56.53
55a921582f7b88ef61a3d8e24f502205;6/03/2010;54.01
b8329294de68c83ec04d2edab5f52e3f;6/03/2010;56.15
55a921582f7b88ef61a3d8e24f502205;11/03/2010;50.46
67a8e0fe666e643895763798a14785bb;11/03/2010;63.55
55a921582f7b88ef61a3d8e24f502205;7/03/2010;45.52
6ae01829846e77947ae651b38ad77492;8/03/2010;66.41
68fe4d0ad82cc2d715d131953312673c;21/03/2010;54.04
79da7d16f003cfb5f9b8544d5b315c4e;23/03/2010;28.57
abb8a5727fb8c8fae10cd1b24eb6726b;20/03/2010;41.07
13cd660fbea6e3b6221aa0fc6fcb8f58;20/03/2010;56.27
ded01e648ddbeb109e0b377479b816be;19/03/2010;170.29
edb98fb864c8f62392c4d85221206c31;19/03/2010;88.81
65b6f3b7075270499ddd0f1dc10f9ac6;19/03/2010;51.1
f39e7db9ee7e26c0744216d488012e8f;19/03/2010;26.1
8e37a68fab5f31a5e2c1b5f77c6b5d46;22/03/2010;107.22
406921adcca37705ef527b4246c12e83;10/12/2010;54.05
7abecd4f47c2c1d5390d86eb22181c90;4/11/2010;42.4
7daf839429645c9e32dfb345719273ed;22/03/2010;166.42
b8329294de68c83ec04d2edab5f52e3f;22/03/2010;43.89
f9960513c13c6a5a8ed5213fe38639d8;23/03/2010;99.61
4933dfc3aa43418031d095968b6e05dd;22/03/2010;34.12
55a921582f7b88ef61a3d8e24f502205;20/03/2010;34.47
abb8a5727fb8c8fae10cd1b24eb5a853;19/03/2010;169.32
699c76a8203348961730e0164a753a25;19/03/2010;46.64
8ed36e0e9dbf62743c06c09e5f7c1835;22/03/2010;33.55
8e37a68fab5f31a5e2c1b5f77c6bb9e5;20/03/2010;75.84
b8329294de68c83ec04d2edab5f52e3f;20/03/2010;36.67
edb98fb864c8f62392c4d85221206c31;20/03/2010;99.5
ded01e648ddbeb109e0b377479b816be;19/03/2010;66.76
4c37542f88f6bc6fb2465a93be210506;22/08/2010;83.2
851e424ed81e136e7e8c4b9ab0a84dd9;22/08/2010;31.7
851e424ed81e136e7e8c4b9ab0a84dd9;9/12/2010;39.71
65b6f3b7075270499ddd0f1dc10f9ac6;24/02/2010;11.07
59a766bd488db1053eeba5a3aea922df;9/12/2010;61.17
af07f9929390d66edf63ab7ee45f9d99;10/12/2010;155.65
55a921582f7b88ef61a3d8e24f502205;25/02/2010;54.48
65b6f3b7075270499ddd0f1dc1010f77;28/02/2010;39.45
c35d9bd56fcb8124e3e56e6079476766;23/02/2010;180.71
a142ea0ecdc8a0f61ef28bd089a94176;9/12/2010;69.33
55a921582f7b88ef61a3d8e24f502205;26/02/2010;54.46
ac374ee80628550dc4eff37f45b5a65d;2/03/2010;48.05
8ed36e0e9dbf62743c06c09e5f7c1835;2/03/2010;152.72
ac374ee80628550dc4eff37f45b5a65d;1/03/2010;123
ac374ee80628550dc4eff37f45b5a65d;1/03/2010;15.07
b8329294de68c83ec04d2edab5f52e3f;26/02/2010;30.81
10c58be777e53ef21a2898a6095ccaa1;10/12/2010;116.91
406921adcca37705ef527b4246c1370e;22/02/2010;37.05
0a98cead98f3935ef3051e834a30419e;10/12/2010;75.87
65b6f3b7075270499ddd0f1dc10f9ac6;27/02/2010;72.38
7e42278dac68e36c0cf829e1d8d474c9;28/02/2010;73.05
ac374ee80628550dc4eff37f45b5a65d;2/03/2010;56.04
ac374ee80628550dc4eff37f45b5a65d;2/03/2010;67.19
83b29d70d3bb3111092231ff677bc289;10/12/2010;35.12
27bd69801ce062f9b751502b38443d94;10/12/2010;86164.33
8ed36e0e9dbf62743c06c09e5f7c1835;15/03/2010;26.91
4933dfc3aa43418031d095968b6e05dd;12/03/2010;92.39
81391eb34b4ff58d304e5aa357d4c7df;17/03/2010;50.61
b7dea45c3cc92b9efd5a4905e69dde99;16/03/2010;82.06
59cbac79f5a653e8a8eb10f0ca470947;17/03/2010;118.78
ac374ee80628550dc4eff37f45b5a65d;16/03/2010;39.33
0f0ffd9676b4aa664f8b88b76cabf553;16/03/2010;114.32
ac374ee80628550dc4eff37f45b5a65d;16/03/2010;60.24
9a509746b5612ec4d3126dab574b4c84;16/03/2010;39.07
65b6f3b7075270499ddd0f1dc10f9ac6;14/03/2010;12.09
851e424ed81e136e7e8c4b9ab0a84dd9;14/03/2010;30.54
67a8e0fe666e643895763798a14785bb;14/03/2010;56.84
e79a8cbc68660e66be0be925d4ff69f5;16/03/2010;37.75
caa7a1b7f11b99895d9991c3635fd51d;16/03/2010;126.51
9a509746b5612ec4d3126dab574b4c84;15/03/2010;31.12
8d7a255716cbbbbf448c696c69396d67;16/03/2010;66.66
13cd660fbea6e3b6221aa0fc6fcb8f58;15/03/2010;109.07
8ed36e0e9dbf62743c06c09e5f7c1835;15/03/2010;50.2
67a8e0fe666e643895763798a14785bb;15/03/2010;227.37
65b6f3b7075270499ddd0f1dc10f9ac6;14/03/2010;60.36
65b6f3b7075270499ddd0f1dc10f9ac6;14/03/2010;120.77
9a509746b5612ec4d3126dab574b4c84;13/03/2010;167.99
406921adcca37705ef527b4246c12e83;15/03/2010;77.4
55a921582f7b88ef61a3d8e24f502205;15/03/2010;56.25
8d7a255716cbbbbf448c696c69370f2d;2/06/2010;235.68
edb98fb864c8f62392c4d85221206c31;27/03/2010;98.34
55a921582f7b88ef61a3d8e24f502205;26/03/2010;50.39
e79a8cbc68660e66be0be925d49e776d;26/03/2010;87.55
8ed36e0e9dbf62743c06c09e5f7c1835;26/03/2010;43.87
1b2c14cb5a384e0d296d436f4f91648e;28/03/2010;39.3
68fe4d0ad82cc2d715d131953312744d;2/04/2010;218.78
a499079024dff18f787f925aaa0b65f5;8/12/2010;415.5
8ed36e0e9dbf62743c06c09e5f7c1835;1/04/2010;43.65
09fb29be45e21a5e3cb4c0fa4254083a;9/12/2010;154.97
0a98cead98f3935ef3051e834a30419e;27/03/2010;48.39
8ed36e0e9dbf62743c06c09e5f7c1835;27/03/2010;44.2
406921adcca37705ef527b4246c12e83;27/03/2010;58.28
e79a8cbc68660e66be0be925d49e776d;27/03/2010;57.36
d2f1475850c213560abdec5deae2dc97;27/03/2010;38.64
81391eb34b4ff58d304e5aa357d4c7df;26/03/2010;77.65
8d7a255716cbbbbf448c696c69370f2d;25/03/2010;72.37
406921adcca37705ef527b4246c12e83;25/03/2010;85.38
8ed36e0e9dbf62743c06c09e5f7c1835;25/03/2010;33.16
edb98fb864c8f62392c4d85221206c31;25/03/2010;95.06
406921adcca37705ef527b4246c1370e;24/03/2010;63.8
edb98fb864c8f62392c4d85221206c31;3/04/2010;112.81
d17626af95812deff262cca4a7074c1a;6/04/2010;44.17
d2f1475850c213560abdec5deae2dc97;5/04/2010;68.54
807f274d7a99210e52857364d8cd8b45;9/12/2010;299.42
85beef0c795e5e4cacf4aa4058c16b01;3/04/2010;156
406921adcca37705ef527b4246c1370e;3/04/2010;28.29
699c76a8203348961730e0164a753a25;10/12/2010;46.44
406921adcca37705ef527b4246c12e83;4/04/2010;65.75
406921adcca37705ef527b4246c12e83;3/04/2010;113.12
8e37a68fab5f31a5e2c1b5f77c6b5d46;3/04/2010;52.91
406921adcca37705ef527b4246c12e83;4/04/2010;486.07
81391eb34b4ff58d304e5aa357d4c7df;3/04/2010;51.38
851e424ed81e136e7e8c4b9ab0a89e94;7/04/2010;8.58
d7a314341b76460d7b4aa4c0cdc429ad;11/12/2010;141.64
fb0d4b4909399b00f448f4c25c7ad595;7/04/2010;114.11
fb0d4b4909399b00f448f4c25c7ad595;6/04/2010;121.22
141fe4a8514e64b4a76d7ed7959f3302;6/04/2010;22.53
576d6a494b4a0c632e3f088675ebe9ac;6/04/2010;137.39
fb0d4b4909399b00f448f4c25c7ad595;7/04/2010;72.13
fb0d4b4909399b00f448f4c25c393726;7/04/2010;39.98
1b2c14cb5a384e0d296d436f4f91648e;7/04/2010;13.77
0d68c9b1fb3fd1c9b166c10cab5a1702;16/04/2010;53.66
8ed36e0e9dbf62743c06c09e5f7c1835;16/04/2010;35.6
f9960513c13c6a5a8ed5213fe386d103;30/07/2010;49.8
10c58be777e53ef21a2898a6095ccaa1;11/12/2010;51.51
ae06c34243f741e203e97c48eb42017b;10/12/2010;35.84
caa7a1b7f11b99895d9991c3635fd51d;12/04/2010;126.73
ae06c34243f741e203e97c48eb42017b;10/12/2010;9.72
406921adcca37705ef527b4246c12e83;12/04/2010;123.54
ae06c34243f741e203e97c48eb62c195;10/12/2010;75.87
ae06c34243f741e203e97c48eb42017b;10/12/2010;87.16
8ed36e0e9dbf62743c06c09e5f7c1835;17/04/2010;55.3
b7dea45c3cc92b9efd5a4905e69dde99;14/04/2010;115.77
ae06c34243f741e203e97c48eb42017b;10/12/2010;17.16
9a509746b5612ec4d3126dab574b4c84;14/04/2010;48.04
851e424ed81e136e7e8c4b9ab0a84dd9;13/04/2010;121.79
ae6b8992bbee79a1b989940cb5843d33;13/04/2010;40.7
c127041483aa67ee4525d94d187175dc;16/04/2010;40.16
4c37542f88f6bc6fb2465a93be20ac81;16/04/2010;157.63
ae06c34243f741e203e97c48eb42017b;10/12/2010;111.5
406921adcca37705ef527b4246c12e83;17/04/2010;63.07
fb0d4b4909399b00f448f4c25c36da8a;18/04/2010;53.33
851e424ed81e136e7e8c4b9ab0a84dd9;17/04/2010;133.97
85beef0c795e5e4cacf4aa4058c16b01;17/04/2010;79.41
27bd69801ce062f9b751502b38443d94;10/12/2010;46.58
4c37542f88f6bc6fb2465a93be20ac81;17/04/2010;94.13
abb8a5727fb8c8fae10cd1b24eb5a853;8/04/2010;116.53
406921adcca37705ef527b4246c12e83;8/04/2010;116.82
406921adcca37705ef527b4246c12e83;10/04/2010;102.01
406921adcca37705ef527b4246c12e83;10/04/2010;153.5
10c58be777e53ef21a2898a6095ccaa1;11/12/2010;26.69
fc2989f6dced9101f9f8ba9f5fa66e2e;11/12/2010;6.12
b8329294de68c83ec04d2edab5f52e3f;8/04/2010;57.03
c21605b791b47423867a99d06f462aed;8/04/2010;32.81
abb8a5727fb8c8fae10cd1b24eb5a853;8/04/2010;129.75
ff1cb10b9edf79369742a37ce5d5f898;8/04/2010;67.16
10c58be777e53ef21a2898a6095ccaa1;10/04/2010;93.66
abb8a5727fb8c8fae10cd1b24ed395fe;9/04/2010;61.46
b8ae7685c97ef64f90a646a3b97e4233;9/04/2010;96.87
8e37a68fab5f31a5e2c1b5f77c6bb9e5;9/04/2010;31.98
b8ae7685c97ef64f90a646a3b97e4233;10/04/2010;116.69
3abce16ea601affbeae8f50584cdef8c;11/12/2010;93.52
a142ea0ecdc8a0f61ef28bd089a94176;11/12/2010;98.41
8e37a68fab5f31a5e2c1b5f77c4bd8ee;11/04/2010;79.53
8d7a255716cbbbbf448c696c69370f2d;12/04/2010;52.63
edb98fb864c8f62392c4d85221206c31;12/04/2010;100.78
55a921582f7b88ef61a3d8e24f502205;9/04/2010;59.02
edb98fb864c8f62392c4d85221206c31;9/04/2010;93.91
699c76a8203348961730e0164a508243;16/04/2010;124.77
ca5f041e0b807120714a6e4616154d37;11/12/2010;37.39
879cf7da2f43c0f8e09069c3d76b8d12;19/07/2010;130.6
ddb7e8c31d682540b11a3ccd7ff1a0db;10/12/2010;48.15
edb98fb864c8f62392c4d85221206c31;18/04/2010;93.92
761737b194876dd53761a03c954a7183;11/12/2010;73.24
85958894ecd5ca02684c6ec531a6370e;6/11/2010;103.85
dd91e131888064bf7df3ce08f3d8fd94;3/11/2010;40.4
ded01e648ddbeb109e0b377479b816be;19/04/2010;81.95
68fe4d0ad82cc2d715d13195333715ae;11/12/2010;79.01
10c58be777e53ef21a2898a6095ccaa1;20/04/2010;107.14
d1889185cdea77377292bd714dc4a0df;21/04/2010;147.6
8ed36e0e9dbf62743c06c09e5f7c1835;11/12/2010;31.76
a86c8d399be95a32f795a8a9887127b9;23/04/2010;130.19
edb98fb864c8f62392c4d85221206c31;22/04/2010;98.14
4c37542f88f6bc6fb2465a93be20ac81;22/04/2010;95.81
53699c4aac0da3f8ba9c1fe1e07b3f97;10/12/2010;93.8
f78d50ea4f0c83a4a302d9fa8220c654;10/12/2010;16.07
f9960513c13c6a5a8ed5213fe386d103;10/12/2010;73.16
b4d507bda4950817135663131844fa75;9/12/2010;121.8
85958894ecd5ca02684c6ec531a6370e;9/12/2010;17.9
8ed36e0e9dbf62743c06c09e5f7c1835;23/04/2010;32.33
4c37542f88f6bc6fb2465a93be20ac81;23/04/2010;56.03
68fe4d0ad82cc2d715d131953336d717;22/04/2010;62.64
81391eb34b4ff58d304e5aa357d4c7df;27/10/2010;125.8
65b6f3b7075270499ddd0f1dc10f9ac6;25/04/2010;11.1
406921adcca37705ef527b4246c1370e;26/04/2010;66.84
13cd660fbea6e3b6221aa0fc6fcb8f58;12/12/2010;24.03
c32c353f4a9bc8ae2e079e6bb7207335;11/12/2010;70.56
a86c8d399be95a32f795a8a9887127b9;26/04/2010;92.93
699c76a8203348961730e0164a753a25;11/12/2010;48.11
f078bcc5eb2ab85b4cf8dbfcd723e13a;24/04/2010;137.53
edb98fb864c8f62392c4d85221206c31;26/04/2010;94.52
27bd69801ce062f9b751502b38443d94;9/12/2010;86075.46
3546db06867c6c6f85e353c8ea633d07;12/12/2010;24.62
68fe4d0ad82cc2d715d131953312673c;26/04/2010;99.76
edb98fb864c8f62392c4d85221206c31;25/04/2010;95.12
a69cc3b72d1e83faa28f4bd927fef940;24/04/2010;298.44
10229756e0a48c2a3098e98a4b578f3b;12/12/2010;12.48
55a921582f7b88ef61a3d8e24f4821d0;11/12/2010;42.54
8ed36e0e9dbf62743c06c09e5f7c1835;28/04/2010;64.69
e0c757a398aa74e8b707239ebd2614da;12/12/2010;42.14
0a98cead98f3935ef3051e834a30419e;12/12/2010;56.5
68fe4d0ad82cc2d715d13195333715ae;11/12/2010;60
406921adcca37705ef527b4246c12e83;29/04/2010;37.55
f420a3daee4777127e9eaa907eb5818e;20/12/2010;23.93
851e424ed81e136e7e8c4b9ab0a84dd9;12/12/2010;68.74
91ace458f877ac65d28e93559c69f6bc;13/12/2010;52.66
65b6f3b7075270499ddd0f1dc10f9ac6;30/04/2010;19.59
81391eb34b4ff58d304e5aa357d4c7df;10/12/2010;118.4
a7b047c6a09ccb85e9980d80ffa8c8b6;2/05/2010;150.21
f78d50ea4f0c83a4a302d9fa8220c654;12/12/2010;15.01
4c37542f88f6bc6fb2465a93be20ac81;30/04/2010;92.39
ac374ee80628550dc4eff37f45b5a65d;3/05/2010;75.31
ded01e648ddbeb109e0b377479b816be;3/05/2010;111.53
4c37542f88f6bc6fb2465a93be210506;3/05/2010;85.66
c21605b791b47423867a99d06f46279f;3/05/2010;68.81
760cafde3f1d33ceca82940e5230f9af;3/05/2010;15.34
5a45f5baed4153c8631965bd1bd80277;13/12/2010;131.27
36c09cf37ce9cd241ffd160d17d243c9;6/05/2010;112.13
c21605b791b47423867a99d06f46279f;6/05/2010;130.97
67f4e7c0046acc442e7944fc606c64bd;5/05/2010;59.64
68fe4d0ad82cc2d715d131953336e852;4/11/2010;192.47
17c21284245ff240c7212732991c62d2;2/11/2010;117.2
5060ebbf9acef4e4e616e575a3e0108c;7/05/2010;151.91
55a921582f7b88ef61a3d8e24f502205;6/05/2010;49.87
ca5f041e0b807120714a6e4616154d37;6/05/2010;21.27
ae06c34243f741e203e97c48eb62c195;12/12/2010;35.74
8ed36e0e9dbf62743c06c09e5f7c1835;7/05/2010;38.52
c127041483aa67ee4525d94d187175dc;7/05/2010;69.06
2ca81f8112b8c60af222ee2ed7287d4e;12/12/2010;38.93
ae06c34243f741e203e97c48eb62e6db;12/12/2010;84.46
55f9fb4e6bddc0a276e795406e19191e;4/05/2010;46.66
0a98cead98f3935ef3051e834a30419e;7/05/2010;224.71
760cafde3f1d33ceca82940e5230f9af;6/05/2010;80.83
55a921582f7b88ef61a3d8e24f502205;8/05/2010;53.54
406921adcca37705ef527b4246c12e83;8/05/2010;38.28
10c58be777e53ef21a2898a6095ccaa1;13/12/2010;39.01
ded01e648ddbeb109e0b377479b816be;7/05/2010;80.47
36c09cf37ce9cd241ffd160d17d243c9;6/05/2010;119.59
ca5f041e0b807120714a6e4616150c5b;7/05/2010;66.19
13cd660fbea6e3b6221aa0fc6fcb8f58;8/05/2010;117.63
f84c35d4d31654b733af0657b0609c27;8/05/2010;88
4c37542f88f6bc6fb2465a93be20ac81;8/05/2010;26.22
406921adcca37705ef527b4246c12e83;8/05/2010;27.83
d7a314341b76460d7b4aa4c0cdc429ad;13/12/2010;134.95
f9960513c13c6a5a8ed5213fe38639d8;8/05/2010;47.66
ddda7d9d71d2000dcf144987a367a5cf;13/12/2010;78.19
406921adcca37705ef527b4246c12e83;7/05/2010;101.6
8e37a68fab5f31a5e2c1b5f77c4bd8ee;7/05/2010;50.49
